Id,Type,Code,Name,KieuSo,KieuSo1,KieuSo2,KieuSo3,KieuChu,KieuChu1,KieuChu2,KieuChu3,KieuNgay,KieuNgay1,Status,IsPrgCreatedDate,IsPrgUpdatedDate,IsPrgCreatedUserId,IsPrgUpdatedUserId
210,NULL,NULL,PE cuộn loại 2 m,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-06-23 20:39:14.947,2017-06-23 20:40:45.187,3,3
211,NULL,NULL,PE cuộn loại 1.2 m,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-06-23 20:39:26.553,2017-06-23 20:40:38.060,3,3
212,NULL,NULL,PE cuộn loại 1.6 m,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-06-23 20:39:34.460,2017-06-23 20:40:32.550,3,3
213,NULL,NULL,PE cuộn loại 1.4 m,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-06-23 20:39:42.963,NULL,3,NULL
214,NULL,NULL,PE cuộn loại 1 m,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-06-23 20:39:51.597,NULL,3,NULL
215,NULL,NULL,PP 22x45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-06-29 21:41:51.627,NULL,3,NULL
216,NULL,NULL,Muỗng nhựa,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-07-05 20:42:55.283,NULL,3,NULL
217,NULL,NULL,PP 16x26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-07-13 20:39:17.720,NULL,3,NULL
218,NULL,NULL,PP 14x24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-07-16 17:23:16.073,NULL,3,NULL
219,NULL,NULL,ថង់កូនឈើ (trồng cây) 12x30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-07-16 17:45:37.357,2019-06-29 10:48:28.443,3,3
220,NULL,NULL,ថង់កូនឈើ (trồng cây) 10x26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-07-16 17:45:52.923,2019-06-29 11:01:01.220,3,3
221,NULL,NULL,Quai xoài PE 35x50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-07-18 16:58:20.993,2018-12-05 19:18:01.140,3,5
222,NULL,NULL,ថ្លាទន់(PE trong) 50x75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-07-22 22:30:11.503,2019-06-27 16:22:30.070,3,3
223,NULL,NULL,PE 30x45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-07-22 22:31:14.290,NULL,3,NULL
224,NULL,NULL,PE 20x30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-07-22 22:31:24.450,NULL,3,NULL
225,NULL,NULL,Áo mưa loại 2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-07-25 16:20:58.317,NULL,3,NULL
226,NULL,NULL,Bao tay,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-07-25 16:23:00.620,NULL,3,NULL
227,NULL,NULL,PE 40x60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-07-25 16:33:38.517,NULL,3,NULL
228,NULL,NULL,Cà phê Nguyên Tâm,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-07-27 22:25:20.430,NULL,3,NULL
229,NULL,NULL,PP 12x22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-08-10 19:42:25.363,NULL,5,NULL
230,NULL,NULL,PE 21x37.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-08-18 22:19:12.807,NULL,3,NULL
231,NULL,NULL,PP 20x30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-08-18 22:21:45.943,NULL,3,NULL
232,NULL,NULL,PP 38x115,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-08-23 20:51:36.100,NULL,3,NULL
233,NULL,NULL,ថង់កូនឈើ (trồng cây) 9x23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-08-23 20:55:32.963,2019-06-29 10:46:43.933,3,3
234,NULL,NULL,Quai xoài PE 20x30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-08-26 16:45:51.057,2018-12-03 20:28:44.280,3,5
235,NULL,NULL,Quai xoài PE 25x38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-08-26 16:46:09.147,2018-12-03 20:28:41.663,3,5
236,NULL,NULL,PP12x30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-08-27 15:35:48.737,NULL,5,NULL
237,NULL,NULL,HD đen gai 12x20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-09-02 15:21:08.970,NULL,3,NULL
238,NULL,NULL,អាវភ្លៀងសុងឡុង (áo mưa SL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-09-08 18:56:58.843,2019-06-28 10:56:37.057,3,3
239,NULL,NULL,PP 40x55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-09-08 19:51:46.553,NULL,3,NULL
240,NULL,NULL,PP 22x50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-09-12 19:00:08.453,NULL,3,NULL
241,NULL,NULL,PP 42x34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-09-16 16:48:46.320,NULL,3,NULL
242,NULL,NULL,ថង់បកបិទ(OPP) 33x47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-09-16 18:40:34.363,2019-06-27 18:16:19.733,3,3
243,NULL,NULL,ថង់បកបិទ(OPP) 30x47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-09-16 18:41:41.443,2019-06-27 18:14:29.970,3,3
244,NULL,NULL,ថង់បកបិទ(OPP) 28x47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-09-16 18:42:36.510,2019-06-27 18:13:45.903,3,3
245,NULL,NULL,ថង់បកបិទ(OPP) 25x47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-09-16 18:42:48.697,2019-06-27 18:13:18.737,3,3
246,NULL,NULL,ថង់បកបិទ(OPP) 23x37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-09-25 20:07:07.963,2019-06-27 18:12:52.750,5,3
247,NULL,NULL,ថង់បកបិទ(OPP) 22x37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-09-25 20:08:07.657,2019-06-27 18:12:33.077,5,3
248,NULL,NULL,PP 17 x 26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-09-30 18:00:36.947,NULL,5,NULL
249,NULL,NULL,ថង់បកបិទ(OPP) 21x37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-09-30 18:06:42.497,2019-06-27 18:12:11.523,5,3
250,NULL,NULL,ថង់បកបិទ(OPP) 20x37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-10-14 17:13:05.973,2019-06-27 18:11:43.127,3,3
251,NULL,NULL,ថង់បកបិទ(OPP) 18x27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-10-14 17:30:28.320,2019-06-27 18:11:18.380,3,3
252,NULL,NULL,PP 22 x 32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-10-14 17:57:11.267,NULL,3,NULL
253,NULL,NULL,PP 13 x 23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-10-14 18:32:27.660,NULL,3,NULL
254,NULL,NULL,Quai xoài PE 30 x 45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-10-14 18:53:26.940,2018-12-03 20:28:33.330,3,5
255,NULL,NULL,PP 17 x 30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2017-11-13 17:46:26.747,NULL,3,NULL
256,NULL,NULL,cao su sao 25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-03-11 10:44:03.840,NULL,5,NULL
257,NULL,NULL,cao su sao 38 vàng,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-03-11 10:44:22.703,NULL,5,NULL
258,NULL,NULL,cao su sao 38 xanh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-03-11 10:44:34.123,NULL,5,NULL
259,NULL,NULL,cao su xe,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-03-11 10:44:58.153,NULL,5,NULL
260,NULL,NULL,cao su số 1 - 25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-03-11 10:45:36.277,NULL,5,NULL
261,NULL,NULL,cao su sao số 1 - 38 vàng,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-03-11 10:46:17.733,NULL,5,NULL
262,NULL,NULL,cao su sao số 1 - 38 xanh,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-03-11 10:46:35.040,NULL,5,NULL
263,NULL,NULL,ថង់បកបិទ(OPP) 15.5x27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-03-11 10:58:37.170,2019-06-27 18:10:53.580,5,3
264,NULL,NULL,ថង់បកបិទ(OPP) 15x27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-03-11 11:00:05.997,2019-06-27 18:10:26.347,5,3
265,NULL,NULL,ថង់បកបិទ(OPP) 14x27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-03-11 11:00:35.790,2019-06-27 18:09:46.533,5,3
266,NULL,NULL,PP 22x55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-03-11 11:11:00.397,NULL,5,NULL
267,NULL,NULL,PP 25x50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-03-11 11:12:22.053,NULL,5,NULL
268,NULL,NULL,PP 8x11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-03-11 11:13:54.303,NULL,5,NULL
269,NULL,NULL,PP 12x20 5C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-03-11 11:15:14.560,NULL,5,NULL
270,NULL,NULL,PP 12x33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-03-11 11:15:54.903,NULL,5,NULL
271,NULL,NULL,Quai xoài in không xếp li 25x38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-03-11 11:19:18.240,NULL,5,NULL
272,NULL,NULL,QUAI XOÀI MÀU PE 10x20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-03-11 11:24:55.007,2018-03-11 11:34:42.750,5,5
273,NULL,NULL,PEដៃកណា្ដលព៏ណ​(PE QX màu) 40x60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-03-11 11:25:18.573,2019-06-27 19:28:57.810,5,3
274,NULL,NULL,PEដៃកណា្ដលព៏ណ​(PE QX màu) 35x50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-03-11 11:32:30.707,2019-06-27 19:28:40.017,5,3
275,NULL,NULL,PEដៃកណា្ដលព៏ណ​(PE QX màu) 30x45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-03-11 11:32:40.233,2019-06-27 19:28:09.443,5,3
276,NULL,NULL,PEដៃកណា្ដលព៏ណ​(PE QX màu) 25x38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-03-11 11:32:50.980,2019-06-27 19:27:45.780,5,3
277,NULL,NULL,PEដៃកណា្ដលព៏ណ​(PE QX màu) 20x30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-03-11 11:33:00.017,2019-06-27 19:26:49.183,5,3
278,NULL,NULL,PEដៃកណា្ដលព៏ណ​(PE QX màu) 17x26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-03-11 11:33:12.730,2019-06-27 19:26:27.753,5,3
279,NULL,NULL,PEដៃកណា្ដលព៏ណ​(PE QX màu) 15x23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-03-11 11:33:21.680,2019-06-27 19:25:45.370,5,3
280,NULL,NULL,ថង់កូនឈើ (trồng cây) 8x21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-03-11 12:03:21.923,2019-06-29 10:46:20.277,5,3
281,NULL,NULL,cao su sao 08,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-03-18 15:52:39.620,NULL,7,NULL
282,NULL,NULL,2 QUAI IN 20x38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-04 13:47:30.900,NULL,5,NULL
283,NULL,NULL,2 QUAI IN 23x46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-04 13:49:30.357,NULL,5,NULL
284,NULL,NULL,2 QUAI IN 30x50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-04 14:03:01.000,NULL,5,NULL
285,NULL,NULL,2 QUAI IN 35x60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-04 14:03:37.470,NULL,5,NULL
286,NULL,NULL,2 QUAI IN 40x70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-04 14:09:07.070,NULL,5,NULL
287,NULL,NULL,ស​Zin​1 (trắng zin1) 8x15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-04 15:00:09.287,2019-06-27 16:38:51.470,5,3
288,NULL,NULL,ស​Zin1 (trắng zin1) 9x18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-04 15:00:36.170,2019-06-27 16:38:37.173,5,3
289,NULL,NULL,ស​Zin1 (trắng zin1) 12x20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-04 15:01:14.107,2019-06-27 16:38:18.757,5,3
290,NULL,NULL,Quai xoài PE 40x60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-05 19:19:44.677,NULL,5,NULL
291,NULL,NULL,PEពណ៏zin (PE màu zin) 20x30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-05 19:25:37.147,2019-06-27 17:55:39.473,5,3
292,NULL,NULL,PEពណ៏zin (PE màu zin) 16x28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-05 19:26:00.043,2019-06-27 17:55:12.610,5,3
293,NULL,NULL,PEពណ៏zin (PE màu zin) 14x24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-05 19:26:23.850,2019-06-27 17:54:34.460,5,3
294,NULL,NULL,PEពណ៏zin (PE màu zin) 6x11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-05 19:27:39.853,2019-06-27 17:54:05.173,5,3
295,NULL,NULL,PEពណ៏zin (PE màu zin) 6x14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-05 19:28:53.853,2019-06-27 17:53:33.633,5,3
296,NULL,NULL,PE ពណ៏លេខ​1 ( PEmàu loại 1) 8x15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-05 19:29:05.720,2019-06-26 18:22:46.640,5,3
297,NULL,NULL,PEពណ៏zin (PE màu zin) 12x20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-05 19:29:36.127,2019-06-27 17:53:00.303,5,3
298,NULL,NULL,PEពណ៏zin (PE màu zin) 14x24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-05 19:29:47.637,2019-06-27 17:52:10.160,5,3
299,NULL,NULL,PEពណ៏zin (PE màu zin) 9x18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-05 19:30:05.563,2019-06-27 17:48:13.910,5,3
300,NULL,NULL,PP 35x35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-05 19:58:24.120,NULL,5,NULL
301,NULL,NULL,Đen gai 30x50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-05 20:13:38.873,NULL,5,NULL
302,NULL,NULL,Đen gai 35x60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-05 20:13:55.263,NULL,5,NULL
303,NULL,NULL,Đen gai 40x70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-05 20:14:07.703,NULL,5,NULL
304,NULL,NULL,Đen gai 50x80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-05 20:14:23.403,NULL,5,NULL
305,NULL,NULL,ថង់បកបិទ(OPP) 13x27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-05 20:24:59.513,2019-06-27 18:09:26.530,5,3
306,NULL,NULL,ថង់បកបិទ(OPP) 13.5x27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-05 20:26:45.987,2019-06-27 18:08:28.907,5,3
307,NULL,NULL,ថង់បកបិទ(OPP) 10x27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-05 20:30:38.043,2019-06-27 18:07:59.483,5,3
308,NULL,NULL,PEខ្មៅ​ល្អ (PE đen tốt) 6x11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-06 13:17:23.507,2019-06-27 17:33:35.540,5,3
309,NULL,NULL,PE Zin 50x75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-06 13:20:02.033,NULL,5,NULL
310,NULL,NULL,ថ្លាទន់(PE trong) 60x100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-06 13:20:19.617,2019-06-27 16:20:29.137,5,3
311,NULL,NULL,PE Zin 70x120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-06 13:20:35.277,NULL,5,NULL
312,NULL,NULL,ថ្លាទន់(PE trong) 90x130,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-06 13:20:52.140,2019-06-27 16:05:54.843,5,3
313,NULL,NULL,ស​Zin1 (trắng zin1) 6x11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-07 12:46:37.773,2019-06-27 16:34:56.783,5,3
314,NULL,NULL,ស​Zin1 (trắng zin1) 6x14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-07 12:47:32.663,2019-06-27 16:33:03.297,5,3
315,NULL,NULL,PEដៃកណ្ដាលស (PE QX trắng) 35x50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-07 12:49:07.930,2019-06-27 20:14:23.567,5,3
316,NULL,NULL,PP 35x75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2018-12-25 17:21:40.067,NULL,10,NULL
